Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),11,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),11,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),9,TTL=56
Antwort,von,142.250.185.99:,Bytes=68,(gesendet,256),10,TTL=56
